O*NET-SOC Code	Reported Job Title	Shown in My Next Move
23-1012.00	Appellate Law Clerk	N
23-1012.00	Career Judicial Law Clerk	N
23-1012.00	Career Law Clerk	N
23-1012.00	Judicial Assistant	Y
23-1012.00	Judicial Clerk	Y
23-1012.00	Judicial Law Clerk	Y
23-1012.00	Law Clerk	Y
23-1012.00	Law Researcher	N
23-1012.00	Pro Se Law Clerk	N
23-1012.00	Term Law Clerk	N
23-1021.00	Adjudications Specialist	N
23-1021.00	Adjudicator	N
23-1021.00	Administrative Hearings Officer	Y
23-1021.00	Administrative Judge	Y
23-1021.00	Administrative Law Judge	Y
23-1021.00	Appeals Examiner	N
23-1021.00	Appeals Referee	N
23-1021.00	Claims Adjudicator	N
23-1021.00	Hearings Officer	Y
23-1021.00	Workers' Compensation Hearings Officer	N
23-1022.00	Alternative Dispute Resolution Coordinator (ADR Coordinator)	Y
23-1022.00	Arbiter	N
23-1022.00	Arbitrator	Y
23-1022.00	Divorce Mediator	N
23-1022.00	Family Mediator	N
23-1022.00	Federal Mediator	N
23-1022.00	Labor Arbitrator	Y
23-1022.00	Labor Mediator	N
23-1022.00	Mediator	Y
23-1022.00	Public Employment Mediator	N
23-1023.00	Circuit Court Judge	N
23-1023.00	Circuit Judge	N
23-1023.00	County Judge	N
23-1023.00	Court of Appeals Judge	N
23-1023.00	District Court Judge	Y
23-1023.00	Judge	Y
23-1023.00	Justice of the Peace	N
23-1023.00	Magisterial District Judge	N
23-1023.00	Magistrate	Y
23-1023.00	Superior Court Judge	Y
23-2011.00	Certified Paralegal	N
23-2011.00	Corporate Law Assistant	N
23-2011.00	Law Associate	Y
23-2011.00	Legal Analyst	N
23-2011.00	Legal Assistant	Y
23-2011.00	Litigation Paralegal	N
23-2011.00	Paralegal	Y
23-2011.00	Paralegal Assistant	N
23-2011.00	Paralegal Specialist	Y
23-2011.00	Real Estate Paralegal	N
23-2093.00	Abstractor	Y
23-2093.00	Commercial Title Examiner	N
23-2093.00	Searcher	N
23-2093.00	Title Abstractor	N
23-2093.00	Title Agent	N
23-2093.00	Title Examiner	Y
23-2093.00	Title Officer	Y
23-2093.00	Title Searcher	Y
25-1011.00	Accounting Instructor	N
25-1011.00	Accounting Professor	N
25-1011.00	Associate Professor	N
25-1011.00	Business Administration Professor	N
25-1011.00	Business Instructor	Y
25-1011.00	Business Professor	Y
25-1011.00	Instructor	Y
25-1011.00	Management Professor	N
25-1011.00	Marketing Professor	N
25-1011.00	Professor	Y
25-1021.00	Assistant Professor	N
25-1021.00	Associate Professor	N
25-1021.00	Computer Information Systems Instructor (CIS Instructor)	Y
25-1021.00	Computer Science Instructor	N
25-1021.00	Computer Science Professor	Y
25-1021.00	Faculty Member	N
25-1021.00	Information Technology Instructor (IT Instructor)	N
25-1021.00	Instructor	Y
25-1021.00	Lecturer	N
25-1021.00	Professor	Y
25-1022.00	Adjunct Mathematics Instructor	N
25-1022.00	Assistant Professor	N
25-1022.00	Associate Professor	N
25-1022.00	Instructor	Y
25-1022.00	Math Teacher	N
25-1022.00	Mathematical Sciences Professor	N
25-1022.00	Mathematics Instructor (Math Instructor)	Y
25-1022.00	Mathematics Lecturer	N
25-1022.00	Mathematics Professor	Y
25-1022.00	Professor	Y
25-1031.00	Adjunct Instructor	N
25-1031.00	Adjunct Professor	N
25-1031.00	Architecture Professor	Y
25-1031.00	Assistant Professor	Y
25-1031.00	Associate Professor	Y
25-1031.00	Faculty Member	N
25-1031.00	Instructor	N
25-1031.00	Interior Design Professor	N
25-1031.00	Lecturer	N
25-1031.00	Professor	Y
25-1032.00	Assistant Professor	Y
25-1032.00	Associate Professor	Y
25-1032.00	Chemical Engineering Professor	N
25-1032.00	Electrical Engineering Professor	N
25-1032.00	Engineering Instructor	N
25-1032.00	Engineering Professor	N
25-1032.00	Environmental Engineering Professor	N
25-1032.00	Instructor	Y
25-1032.00	Mechanical Engineering Professor	N
25-1032.00	Professor	Y
25-1041.00	Agriculture Instructor	N
25-1041.00	Agriculture Professor	Y
25-1041.00	Agronomy Professor	N
25-1041.00	Animal Science Professor	N
25-1041.00	Associate Professor	Y
25-1041.00	Horticulture Instructor	N
25-1041.00	Horticulture Professor	N
25-1041.00	Instructor	Y
25-1041.00	Plant Science Professor	N
25-1041.00	Professor	Y
25-1042.00	Anatomy Instructor	N
25-1042.00	Assistant Professor	N
25-1042.00	Associate Professor	Y
25-1042.00	Biological Sciences Professor	N
25-1042.00	Biology Instructor	Y
25-1042.00	Biology Professor	Y
25-1042.00	Instructor	N
25-1042.00	Lecturer	N
25-1042.00	Physiology Instructor	N
25-1042.00	Professor	Y
25-1043.00	Assistant Professor	Y
25-1043.00	Associate Professor	Y
25-1043.00	Conservation Biology Professor	N
25-1043.00	Extension Professor	N
25-1043.00	Forest Technology Professor	N
25-1043.00	Forestry Professor	Y
25-1043.00	Lecturer	N
25-1043.00	Natural Resources Professor	N
25-1043.00	Professor	Y
25-1043.00	Research Professor	N
25-1051.00	Assistant Professor	Y
25-1051.00	Associate Professor	Y
25-1051.00	Astronomy Professor	N
25-1051.00	Atmospheric Sciences Professor	N
25-1051.00	Geology Professor	Y
25-1051.00	Instructor	N
25-1051.00	Meteorology Professor	N
25-1051.00	Oceanography Professor	N
25-1051.00	Professor	Y
25-1051.00	Research Professor	N
25-1052.00	Assistant Professor	Y
25-1052.00	Associate Professor	N
25-1052.00	Biochemistry Professor	N
25-1052.00	Chemistry Faculty Member	N
25-1052.00	Chemistry Instructor	Y
25-1052.00	Chemistry Professor	Y
25-1052.00	Instructor	N
25-1052.00	Lecturer	N
25-1052.00	Organic Chemistry Professor	N
25-1052.00	Professor	Y
25-1053.00	Adjunct Professor	N
25-1053.00	Assistant Professor	Y
25-1053.00	Associate Professor	Y
25-1053.00	Environmental Engineering Professor	N
25-1053.00	Environmental Sciences Professor	Y
25-1053.00	Environmental Studies Professor	N
25-1053.00	Faculty Member	N
25-1053.00	Instructor	N
25-1053.00	Lecturer	N
25-1053.00	Professor	Y
25-1054.00	Adjunct Professor	N
25-1054.00	Assistant Professor	N
25-1054.00	Associate Professor	N
25-1054.00	Instructor	Y
25-1054.00	Physical Science Professor	N
25-1054.00	Physics Instructor	Y
25-1054.00	Physics Lecturer	N
25-1054.00	Physics Professor	Y
25-1054.00	Professor	Y
25-1054.00	Science Instructor	N
25-1061.00	Adjunct Instructor	N
25-1061.00	Anthropology Instructor	N
25-1061.00	Anthropology Professor	Y
25-1061.00	Archaeology Professor	N
25-1061.00	Assistant Professor	Y
25-1061.00	Associate Professor	Y
25-1061.00	Cultural Anthropology Professor	N
25-1061.00	Instructor	N
25-1061.00	Lecturer	N
25-1061.00	Professor	Y
25-1062.00	Adjunct Professor	N
25-1062.00	American Studies Professor	N
25-1062.00	Assistant Professor	Y
25-1062.00	Associate Professor	Y
25-1062.00	Black Studies Professor	N
25-1062.00	Ethnic Studies Professor	N
25-1062.00	Humanities Professor	N
25-1062.00	Lecturer	N
25-1062.00	Professor	Y
25-1062.00	Women's Studies Professor	Y
25-1063.00	Adjunct Professor	N
25-1063.00	Assistant Professor	N
25-1063.00	Associate Professor	N
25-1063.00	Economics Instructor	Y
25-1063.00	Economics Lecturer	N
25-1063.00	Economics Professor	Y
25-1063.00	Finance Professor	N
25-1063.00	Instructor	Y
25-1063.00	Lecturer	N
25-1063.00	Professor	Y
25-1064.00	Assistant Professor	N
25-1064.00	Associate Professor	Y
25-1064.00	Geography Instructor	Y
25-1064.00	Geography Professor	Y
25-1064.00	Human Geography Instructor	N
25-1064.00	Human Geography Professor	N
25-1064.00	Instructor	N
25-1064.00	Lecturer	N
25-1064.00	Physical Geography Professor	N
25-1064.00	Professor	Y
25-1065.00	Adjunct Professor	N
25-1065.00	Assistant Professor	N
25-1065.00	Associate Professor	Y
25-1065.00	Faculty Member	N
25-1065.00	Government Professor	N
25-1065.00	Instructor	N
25-1065.00	Political Science Instructor	Y
25-1065.00	Political Science Professor	Y
25-1065.00	Professor	Y
25-1065.00	Public Administration Professor	N
25-1066.00	Adjunct Instructor	N
25-1066.00	Assistant Professor	N
25-1066.00	Associate Professor	N
25-1066.00	Clinical Psychology Professor	N
25-1066.00	Faculty Member	N
25-1066.00	Instructor	Y
25-1066.00	Lecturer	N
25-1066.00	Professor	Y
25-1066.00	Psychology Instructor	Y
25-1066.00	Psychology Professor	Y
25-1067.00	Adjunct Instructor	N
25-1067.00	Assistant Professor	Y
25-1067.00	Associate Professor	N
25-1067.00	Faculty Member	N
25-1067.00	Instructor	N
25-1067.00	Lecturer	N
25-1067.00	Professor	Y
25-1067.00	Social Science Instructor	N
25-1067.00	Sociology Instructor	Y
25-1067.00	Sociology Professor	Y
25-1071.00	Assistant Professor	Y
25-1071.00	Associate Professor	Y
25-1071.00	Clinical Professor	Y
25-1071.00	Instructor	N
25-1071.00	Lecturer	N
25-1071.00	Occupational Therapy Professor	N
25-1071.00	Pharmacology Professor	N
25-1071.00	Physical Therapy Professor	N
25-1071.00	Professor	Y
25-1071.00	Public Health Professor	N
25-1072.00	Assistant Professor	Y
25-1072.00	Associate Professor	N
25-1072.00	Clinical Nursing Instructor	N
25-1072.00	Faculty Member	N
25-1072.00	Instructor	N
25-1072.00	Lecturer	N
25-1072.00	Nurse Educator	N
25-1072.00	Nursing Instructor	Y
25-1072.00	Nursing Professor	Y
25-1072.00	Professor	Y
25-1081.00	Adjunct Instructor	N
25-1081.00	Assistant Professor	Y
25-1081.00	Associate Professor	Y
25-1081.00	Education Instructor	N
25-1081.00	Education Professor	Y
25-1081.00	Faculty Member	N
25-1081.00	Instructor	N
25-1081.00	Lecturer	N
25-1081.00	Professor	Y
25-1081.00	Special Education Professor	N
25-1082.00	Assistant Professor	Y
25-1082.00	Associate Professor	Y
25-1082.00	Classification Instructor	N
25-1082.00	Information Science Professor	N
25-1082.00	Instructor	N
25-1082.00	Lecturer	N
25-1082.00	Library Instructor	N
25-1082.00	Library Science Professor	Y
25-1082.00	Library Technology Instructor	N
25-1082.00	Professor	Y
25-1111.00	Adjunct Instructor	N
25-1111.00	Adjunct Professor	N
25-1111.00	Assistant Professor	Y
25-1111.00	Associate Professor	Y
25-1111.00	Criminal Justice Instructor	N
25-1111.00	Criminal Justice Professor	Y
25-1111.00	Digital Forensics Instructor	N
25-1111.00	Instructor	N
25-1111.00	Justice Professor	N
25-1111.00	Professor	Y
25-1112.00	Adjunct Professor	N
25-1112.00	Assistant Professor	N
25-1112.00	Associate Professor	Y
25-1112.00	Business Law Professor	N
25-1112.00	Clinical Law Professor	N
25-1112.00	Instructor	Y
25-1112.00	Law Instructor	N
25-1112.00	Law Professor	Y
25-1112.00	Legal Writing Professor	N
25-1112.00	Professor	Y
25-1113.00	Adjunct Professor	N
25-1113.00	Assistant Professor	Y
25-1113.00	Clinical Professor	N
25-1113.00	Faculty Member	N
25-1113.00	Field Education Coordinator	N
25-1113.00	Professor	Y
25-1113.00	Social Work Associate Professor	Y
25-1113.00	Social Work Instructor	N
25-1113.00	Social Work Lecturer	N
25-1113.00	Social Work Professor	Y
25-1121.00	Art History Professor	N
25-1121.00	Art Instructor	N
25-1121.00	Art Professor	Y
25-1121.00	Assistant Professor	N
25-1121.00	Associate Professor	N
25-1121.00	Instructor	N
25-1121.00	Music Instructor	N
25-1121.00	Music Professor	Y
25-1121.00	Professor	Y
25-1121.00	Theater Professor	Y
25-1122.00	Assistant Professor	N
25-1122.00	Associate Professor	N
25-1122.00	Communication Arts Professor	N
25-1122.00	Communication Instructor	Y
25-1122.00	Communication Professor	Y
25-1122.00	Instructor	Y
25-1122.00	Mass Communications Professor	N
25-1122.00	Professor	Y
25-1122.00	Speech Instructor	N
25-1122.00	Speech Professor	N
25-1123.00	Assistant Professor	N
25-1123.00	Associate Professor	N
25-1123.00	Creative Writing Professor	N
25-1123.00	English Instructor	Y
25-1123.00	English Professor	Y
25-1123.00	Humanities Professor	N
25-1123.00	Instructor	Y
25-1123.00	Lecturer	N
25-1123.00	Literature Professor	N
25-1123.00	Professor	Y
25-1124.00	Assistant Professor	N
25-1124.00	Associate Professor	N
25-1124.00	Foreign Languages Professor	N
25-1124.00	French Professor	Y
25-1124.00	German Professor	N
25-1124.00	Instructor	N
25-1124.00	Modern Languages Professor	N
25-1124.00	Professor	Y
25-1124.00	Spanish Instructor	Y
25-1124.00	Spanish Professor	Y
25-1125.00	Adjunct History Instructor	N
25-1125.00	Adjunct Instructor	N
25-1125.00	Assistant Professor	N
25-1125.00	Associate Professor	N
25-1125.00	History Instructor	Y
25-1125.00	History Professor	Y
25-1125.00	History Teacher	N
25-1125.00	Instructor	Y
25-1125.00	Lecturer	N
25-1125.00	Professor	Y
25-1126.00	Assistant Professor	Y
25-1126.00	Associate Professor	N
25-1126.00	Humanities Professor	N
25-1126.00	Instructor	N
25-1126.00	Philosophy Instructor	N
25-1126.00	Philosophy Professor	Y
25-1126.00	Professor	Y
25-1126.00	Religion Professor	Y
25-1126.00	Religious Studies Professor	N
25-1126.00	Theology Professor	N
25-1192.00	Assistant Professor	Y
25-1192.00	Associate Professor	Y
25-1192.00	Child Development Instructor	N
25-1192.00	Dietetics Professor	N
25-1192.00	Family and Consumer Sciences Professor (FCS Professor)	N
25-1192.00	Food and Nutrition Professor	N
25-1192.00	Human Development Professor	N
25-1192.00	Instructor	Y
25-1192.00	Lecturer	N
25-1192.00	Professor	Y
25-1193.00	Adjunct Professor	N
25-1193.00	Assistant Professor	N
25-1193.00	Associate Professor	N
25-1193.00	Health and Human Performance Professor	N
25-1193.00	Health and Physical Education Professor (HPE Professor)	Y
25-1193.00	Health, Physical Education, and Recreation Professor (HPER Professor)	N
25-1193.00	Instructor	Y
25-1193.00	Kinesiology Professor	N
25-1193.00	Physical Education Professor (PE Professor)	Y
25-1193.00	Professor	Y
25-1194.00	Automotive Instructor	N
25-1194.00	Automotive Technology Instructor	N
25-1194.00	Cosmetology Instructor	Y
25-1194.00	Flight Instructor	N
25-1194.00	HVAC-R Instructor (Heating, Ventilation, Air Conditioning, And Refrigeration Instructor)	Y
25-1194.00	Instructor	Y
25-1194.00	Professor	Y
25-1194.00	Teacher	N
25-1194.00	Welding Instructor	N
25-2011.00	Child Development Teacher	N
25-2011.00	Early Childhood Teacher	N
25-2011.00	Group Teacher	N
25-2011.00	Infant Teacher	N
25-2011.00	Montessori Preschool Teacher	Y
25-2011.00	Nursery Teacher	N
25-2011.00	Pre-Kindergarten Teacher (Pre-K Teacher)	Y
25-2011.00	Teacher	Y
25-2011.00	Toddler Teacher	Y
25-2012.00	Bilingual Kindergarten Teacher	Y
25-2012.00	Classroom Teacher	Y
25-2012.00	Educator	N
25-2012.00	Instructor	N
25-2012.00	Kinder Teacher	Y
25-2012.00	Kindergarten Classroom Teacher	N
25-2012.00	Teacher	Y
25-2012.00	Title One Kindergarten Teacher	N
25-2012.00	Transitional Kindergarten Teacher	N
25-2021.00	Art Teacher	N
25-2021.00	Classroom Teacher	Y
25-2021.00	Educator	N
25-2021.00	Elementary Education Teacher	N
25-2021.00	Elementary School Teacher	Y
25-2021.00	Elementary Teacher	Y
25-2021.00	Teacher	Y
25-2022.00	English Teacher	N
25-2022.00	Language Arts Teacher	Y
25-2022.00	Mathematics Teacher (Math Teacher)	Y
25-2022.00	Middle School Teacher	N
25-2022.00	Music Teacher	N
25-2022.00	Physical Education Teacher (PE Teacher)	N
25-2022.00	Reading Teacher	N
25-2022.00	Science Teacher	Y
25-2022.00	Social Studies Teacher	N
25-2022.00	Teacher	Y
25-2023.00	Business Education Teacher	N
25-2023.00	Business Teacher	N
25-2023.00	Career and Technology Education Teacher (CTE Teacher)	N
25-2023.00	Computer Teacher	N
25-2023.00	Family and Consumer Sciences Teacher (FACS Teacher)	Y
25-2023.00	Industrial Arts Teacher	N
25-2023.00	Industrial Technology Teacher	N
25-2023.00	Teacher	Y
25-2023.00	Technology Education Teacher (Tech Ed Teacher)	Y
25-2023.00	Technology Teacher	Y
25-2031.00	Art Teacher	N
25-2031.00	English Teacher	Y
25-2031.00	High School Science Teacher	N
25-2031.00	History Teacher	N
25-2031.00	Mathematics Instructor (Math Instructor)	Y
25-2031.00	Science Teacher	N
25-2031.00	Secondary Teacher	N
25-2031.00	Social Studies Teacher	Y
25-2031.00	Spanish Teacher	N
25-2031.00	Teacher	Y
25-2032.00	Agricultural Education Teacher	N
25-2032.00	Allied Health Teacher	N
25-2032.00	Business Education Teacher	N
25-2032.00	Cosmetology Teacher	N
25-2032.00	Drafting Instructor	N
25-2032.00	Family and Consumer Sciences Teacher (FACS Teacher)	Y
25-2032.00	Instructor	Y
25-2032.00	Teacher	Y
25-2032.00	Technology Education Teacher	Y
25-2032.00	Vocational Teacher	N
25-2051.00	Early Childhood Special Education Teacher (ECSE Teacher)	Y
25-2051.00	Early Intervention Teacher	N
25-2051.00	Exceptional Student Education Teacher (ESE Teacher)	N
25-2051.00	Handicapped Teacher	N
25-2051.00	Preschool Special Education Teacher	N
25-2051.00	Resource Teacher	Y
25-2051.00	Severe/Profound Mental Handicaps Special Education Teacher	N
25-2051.00	Special Education Resource Teacher	N
25-2051.00	Special Education Teacher	Y
25-2051.00	Teacher	Y
25-2055.00	Emotional Disabilities Teacher	Y
25-2055.00	Hearing Impaired Itinerant Teacher (HI Itinerant Teacher)	N
25-2055.00	Learning Support Teacher	Y
25-2055.00	Resource Program Teacher	Y
25-2055.00	Special Education Inclusion Teacher	Y
25-2055.00	Special Education Resource Teacher	N
25-2056.00	Emotional Disabilities Teacher	N
25-2056.00	Hearing Impaired Itinerant Teacher (HI Itinerant Teacher)	N
25-2056.00	Learning Support Teacher	N
25-2056.00	Resource Program Teacher	N
25-2056.00	Severe Emotional Disorders Elementary Teacher (SED Elementary Teacher)	Y
25-2056.00	Special Education Inclusion Teacher	Y
25-2056.00	Special Education Resource Teacher	Y
25-2056.00	Special Education Teacher	Y
25-2057.00	Exceptional Children Teacher (EC Teacher)	N
25-2057.00	Exceptional Student Education Teacher (ESE Teacher)	N
25-2057.00	Inclusion Teacher	N
25-2057.00	Intervention Specialist	Y
25-2057.00	Learning Support Teacher	N
25-2057.00	Middle School Special Education Teacher	Y
25-2057.00	Self-Contained Special Education Teacher	N
25-2057.00	Special Education Resource Teacher	Y
25-2057.00	Teacher	Y
25-2058.00	Career and Transition Teacher	N
25-2058.00	High School Special Education Teacher	Y
25-2058.00	Interrelated Special Education Teacher	N
25-2058.00	Learning Disabilities Special Education Teacher (LD Special Education Teacher)	N
25-2058.00	Learning Support Teacher	N
25-2058.00	Resource Teacher	N
25-2058.00	Special Day Class Teacher (SDC Teacher)	N
25-2058.00	Special Education Resource Teacher	Y
25-2058.00	Special Education Teacher	Y
25-2058.00	Teacher	Y
25-2059.01	Adapted Physical Activity Specialist	N
25-2059.01	Adapted Physical Education Specialist (APE Specialist)	Y
25-2059.01	Adapted Physical Education Teacher (Adapted PE Teacher)	Y
25-2059.01	Adapted Physical Educator	Y
25-2059.01	Certified Adapted Physical Educator	N
25-2059.01	DAPE Specialist (Developmental Adapted Physical Education Specialist)	Y
25-2059.01	DAPE Teacher (Developmental Adapted Physical Education Teacher)	N
25-3011.00	Adult Basic Education Instructor (ABE Instructor)	Y
25-3011.00	Adult Basic Education Teacher (ABE Teacher)	N
25-3011.00	Adult Education Instructor	N
25-3011.00	Adult Education Teacher	N
25-3011.00	ESL Instructor (English as a Second Language Instructor)	Y
25-3011.00	ESL Teacher (English as a Second Language Teacher)	N
25-3011.00	ESOL Teacher (English for Speakers of Other Languages Teacher)	N
